"Country or Area","Year","Area","Sex","City","City type","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Switzerland","2011","Total","Both Sexes","BERNE","City proper","Estimate - de jure","Final figure, complete","2012","125031",""
"Switzerland","2011","Total","Both Sexes","BERNE","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2012","355601",""
"Switzerland","2011","Total","Both Sexes","BERNE","Urban agglomeration","Estimate - de jure","Final figure, complete","2012","354428",""
"Switzerland","2011","Total","Both Sexes","Fribourg","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","35680",""
"Switzerland","2011","Total","Both Sexes","Fribourg","City proper","Estimate - de jure","Final figure, complete","2012","35288.5",""
"Switzerland","2011","Total","Both Sexes","Fribourg","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2012","107276",""
"Switzerland","2011","Total","Both Sexes","Fribourg","Urban agglomeration","Estimate - de jure","Final figure, complete","2012","106086",""
"Switzerland","2011","Total","Both Sexes","Genève","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","188234",""
"Switzerland","2011","Total","Both Sexes","Genève","City proper","Estimate - de jure","Final figure, complete","2012","187852",""
"Switzerland","2011","Total","Both Sexes","Genève","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2012","530728",""
"Switzerland","2011","Total","Both Sexes","Genève","Urban agglomeration","Estimate - de jure","Final figure, complete","2012","528585",""
"Switzerland","2011","Total","Both Sexes","Lausanne","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","129383",""
"Switzerland","2011","Total","Both Sexes","Lausanne","City proper","Estimate - de jure","Final figure, complete","2012","128602",""
"Switzerland","2011","Total","Both Sexes","Lausanne","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2012","342162",""
"Switzerland","2011","Total","Both Sexes","Lausanne","Urban agglomeration","Estimate - de jure","Final figure, complete","2012","339487",""
"Switzerland","2011","Total","Both Sexes","Lugano","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","55151",""
"Switzerland","2011","Total","Both Sexes","Lugano","City proper","Estimate - de jure","Final figure, complete","2012","54909",""
"Switzerland","2011","Total","Both Sexes","Lugano","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2012","134593",""
"Switzerland","2011","Total","Both Sexes","Lugano","Urban agglomeration","Estimate - de jure","Final figure, complete","2012","133880",""
"Switzerland","2011","Total","Both Sexes","Luzern","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","78093",""
"Switzerland","2011","Total","Both Sexes","Luzern","City proper","Estimate - de jure","Final figure, complete","2012","77792",""
"Switzerland","2011","Total","Both Sexes","Luzern","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2012","211822",""
"Switzerland","2011","Total","Both Sexes","Luzern","Urban agglomeration","Estimate - de jure","Final figure, complete","2012","210809",""
"Switzerland","2011","Total","Both Sexes","Olten-Zofingen","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","17076",""
"Switzerland","2011","Total","Both Sexes","Olten-Zofingen","City proper","Estimate - de jure","Final figure, complete","2012","27881.5",""
"Switzerland","2011","Total","Both Sexes","Olten-Zofingen","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2012","111878",""
"Switzerland","2011","Total","Both Sexes","Olten-Zofingen","Urban agglomeration","Estimate - de jure","Final figure, complete","2012","111290.5",""
"Switzerland","2011","Total","Both Sexes","St. Gallen","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","73505",""
"Switzerland","2011","Total","Both Sexes","St. Gallen","City proper","Estimate - de jure","Final figure, complete","2012","73232",""
"Switzerland","2011","Total","Both Sexes","St. Gallen","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2012","151359",""
"Switzerland","2011","Total","Both Sexes","St. Gallen","Urban agglomeration","Estimate - de jure","Final figure, complete","2012","150794",""
"Switzerland","2011","Total","Both Sexes","Winterthur","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","103075",""
"Switzerland","2011","Total","Both Sexes","Winterthur","City proper","Estimate - de jure","Final figure, complete","2012","102191.5",""
"Switzerland","2011","Total","Both Sexes","Winterthur","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2012","142392",""
"Switzerland","2011","Total","Both Sexes","Winterthur","Urban agglomeration","Estimate - de jure","Final figure, complete","2012","141134.5",""
"Switzerland","2011","Total","Both Sexes","Zug","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","26901",""
"Switzerland","2011","Total","Both Sexes","Zug","City proper","Estimate - de jure","Final figure, complete","2012","26614",""
"Switzerland","2011","Total","Both Sexes","Zug","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2012","110722",""
"Switzerland","2011","Total","Both Sexes","Zug","Urban agglomeration","Estimate - de jure","Final figure, complete","2012","109713",""
"Switzerland","2011","Total","Both Sexes","Zürich","City proper","Census - de jure - complete tabulation","Final figure, complete","2012","376990",""
"Switzerland","2011","Total","Both Sexes","Zürich","City proper","Estimate - de jure","Final figure, complete","2012","374923.5",""
"Switzerland","2011","Total","Both Sexes","Zürich","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2012","1203998",""
"Switzerland","2011","Total","Both Sexes","Zürich","Urban agglomeration","Estimate - de jure","Final figure, complete","2012","1196282",""
"Switzerland","2009","Total","Both Sexes","Baden-Brugg","City proper","Estimate - de jure","Final figure, complete","2009","26241",""
"Switzerland","2009","Total","Both Sexes","Baden-Brugg","City proper","Estimate - de jure","Final figure, complete","2010","27790",""
"Switzerland","2009","Total","Both Sexes","Baden-Brugg","Urban agglomeration","Estimate - de jure","Final figure, complete","2009","113089",""
"Switzerland","2009","Total","Both Sexes","Baden-Brugg","Urban agglomeration","Estimate - de jure","Final figure, complete","2010","114993",""
"Switzerland","2009","Total","Both Sexes","Bâle","City proper","Estimate - de jure","Final figure, complete","2009","164161",""
"Switzerland","2009","Total","Both Sexes","Bâle","City proper","Estimate - de jure","Final figure, complete","2010","165489",""
"Switzerland","2009","Total","Both Sexes","Bâle","Urban agglomeration","Estimate - de jure","Final figure, complete","2009","491952",""
"Switzerland","2009","Total","Both Sexes","Bâle","Urban agglomeration","Estimate - de jure","Final figure, complete","2010","496020",""
"Switzerland","2009","Total","Both Sexes","BERNE","City proper","Estimate - de jure","Final figure, complete","2009","122746",""
"Switzerland","2009","Total","Both Sexes","BERNE","City proper","Estimate - de jure","Final figure, complete","2010","123154",""
"Switzerland","2009","Total","Both Sexes","BERNE","Urban agglomeration","Estimate - de jure","Final figure, complete","2010","349688",""
"Switzerland","2009","Total","Both Sexes","BERNE","Urban agglomeration","Estimate - de jure","Final figure, complete","2009","347409",""
"Switzerland","2009","Total","Both Sexes","Fribourg","City proper","Estimate - de jure","Final figure, complete","2009","33945",""
"Switzerland","2009","Total","Both Sexes","Fribourg","City proper","Estimate - de jure","Final figure, complete","2010","34273",""
"Switzerland","2009","Total","Both Sexes","Fribourg","Urban agglomeration","Estimate - de jure","Final figure, complete","2010","102114",""
"Switzerland","2009","Total","Both Sexes","Fribourg","Urban agglomeration","Estimate - de jure","Final figure, complete","2009","100426",""
"Switzerland","2009","Total","Both Sexes","Genève","City proper","Estimate - de jure","Final figure, complete","2009","181540",""
"Switzerland","2009","Total","Both Sexes","Genève","City proper","Estimate - de jure","Final figure, complete","2010","184538",""
"Switzerland","2009","Total","Both Sexes","Genève","Urban agglomeration","Estimate - de jure","Final figure, complete","2010","517151",""
"Switzerland","2009","Total","Both Sexes","Genève","Urban agglomeration","Estimate - de jure","Final figure, complete","2009","508240",""
"Switzerland","2009","Total","Both Sexes","Lausanne","City proper","Estimate - de jure","Final figure, complete","2009","120677",""
"Switzerland","2009","Total","Both Sexes","Lausanne","City proper","Estimate - de jure","Final figure, complete","2010","124030",""
"Switzerland","2009","Total","Both Sexes","Lausanne","Urban agglomeration","Estimate - de jure","Final figure, complete","2010","327562",""
"Switzerland","2009","Total","Both Sexes","Lausanne","Urban agglomeration","Estimate - de jure","Final figure, complete","2009","320643",""
"Switzerland","2009","Total","Both Sexes","Lugano","City proper","Estimate - de jure","Final figure, complete","2009","53963",""
"Switzerland","2009","Total","Both Sexes","Lugano","City proper","Estimate - de jure","Final figure, complete","2010","54727",""
"Switzerland","2009","Total","Both Sexes","Lugano","Urban agglomeration","Estimate - de jure","Final figure, complete","2010","134174",""
"Switzerland","2009","Total","Both Sexes","Lugano","Urban agglomeration","Estimate - de jure","Final figure, complete","2009","132221",""
"Switzerland","2009","Total","Both Sexes","Luzern","City proper","Estimate - de jure","Final figure, complete","2009","58791",""
"Switzerland","2009","Total","Both Sexes","Luzern","City proper","Estimate - de jure","Final figure, complete","2010","76419",""
"Switzerland","2009","Total","Both Sexes","Luzern","Urban agglomeration","Estimate - de jure","Final figure, complete","2010","206453",""
"Switzerland","2009","Total","Both Sexes","Luzern","Urban agglomeration","Estimate - de jure","Final figure, complete","2009","203883",""
"Switzerland","2009","Total","Both Sexes","Olten-Zofingen","City proper","Estimate - de jure","Final figure, complete","2009","27468",""
"Switzerland","2009","Total","Both Sexes","Olten-Zofingen","City proper","Estimate - de jure","Final figure, complete","2010","27411",""
"Switzerland","2009","Total","Both Sexes","Olten-Zofingen","Urban agglomeration","Estimate - de jure","Final figure, complete","2010","108597",""
"Switzerland","2009","Total","Both Sexes","Olten-Zofingen","Urban agglomeration","Estimate - de jure","Final figure, complete","2009","107356",""
"Switzerland","2009","Total","Both Sexes","St. Gallen","City proper","Estimate - de jure","Final figure, complete","2009","71556",""
"Switzerland","2009","Total","Both Sexes","St. Gallen","City proper","Estimate - de jure","Final figure, complete","2010","72313",""
"Switzerland","2009","Total","Both Sexes","St. Gallen","Urban agglomeration","Estimate - de jure","Final figure, complete","2010","149015",""
"Switzerland","2009","Total","Both Sexes","St. Gallen","Urban agglomeration","Estimate - de jure","Final figure, complete","2009","147594",""
"Switzerland","2009","Total","Both Sexes","Winterthur","City proper","Estimate - de jure","Final figure, complete","2009","97316",""
